Table 4G-15. Absorption Cross Sections of BrONO2 at 296 K (1.e-20), A1 and A2. JPL 2015
  151 (f3.0,1x,f8.3)
  424    1.4000   6.9400E-04  -4.4300E-06
  426    1.3600   5.9900E-04  -4.3100E-06
  428    1.3300   7.3400E-04  -1.7800E-06
  430    1.3000   8.7700E-04   8.8000E-07
  432    1.2600   7.4700E-04   4.8400E-07
  434    1.2200   6.0900E-04   6.2500E-08
  436    1.1800   5.1900E-04   9.6800E-08
  438    1.1500   4.8400E-04   6.3200E-07
  440    1.1100   4.4700E-04   1.2000E-06
  442    1.0800   3.8400E-04  -3.8800E-07
  444    1.0500   3.1800E-04  -2.0600E-06
  446    1.0200   3.3500E-04  -1.8200E-06
  448    0.9740   4.4600E-04   5.6800E-07
  450    0.9300   5.6700E-04   3.1800E-06
  452    0.8920   7.3900E-04   4.4000E-06
  454    0.8530   9.2600E-04   5.7400E-06
  456    0.8160   1.0900E-03   6.9400E-06
  458    0.7790   1.2300E-03   8.0000E-06
  460    0.7430   1.3900E-03   9.1600E-06
  462    0.7070   1.3200E-03   5.9900E-06
  464    0.6700   1.2400E-03   2.4600E-06
  466    0.6350   1.3900E-03   1.8700E-06
  468    0.6000   1.8300E-03   4.7400E-06
  470    0.5660   2.3200E-03   7.9500E-06
  472    0.5240   2.7200E-03   1.0900E-05
  474    0.4820   3.1800E-03   1.4400E-05
  476    0.4470   3.7500E-03   1.7900E-05
  478    0.4180   4.4500E-03   2.1400E-05
  480    0.3900   5.2400E-03   2.5400E-05
  482    0.3440   5.9200E-03   3.6600E-05
  484    0.2980   6.8000E-03   5.1200E-05
  486    0.2690   7.9100E-03   6.1200E-05
  488    0.2560   9.1100E-03   6.3100E-05
  490    0.2430   1.0400E-02   6.5200E-05
  492    0.2310   1.1700E-02   7.0600E-05
  494    0.2200   1.3200E-02   7.6500E-05
  496    0.1980   1.4500E-02   8.5000E-05
  498    0.1670   1.6000E-02   9.8600E-05
  500    0.1350   1.8200E-02   1.1900E-04
